Keyword,Avg Monthly Searches,Competition,Competition Index,Low Top of Page Bid (₹),High Top of Page Bid (₹),In Account,Account Names
ford godzilla 7.3,70,HIGH,98,2.69,206.22,No,
emc vmware,70,LOW,3,,,No,
5 7 hemi,70,MEDIUM,49,,,No,
vmware vsphere course,50,MEDIUM,53,167.66,1288.12,Yes,Bouquet INR - 2
roof boxer,50,HIGH,80,968.33,2050.52,No,
vmware multi cloud,50,LOW,5,,,No,
vmware cloud disaster recovery,50,LOW,22,985.08,3027.82,No,
cloudhealth vmware,50,MEDIUM,42,761.21,1541.26,No,
vsphere ha virtual machine monitoring action,50,LOW,12,428.57,1292.90,No,
vmware cloud management,50,UNSPECIFIED,0,,,No,
veeam vmware,50,MEDIUM,43,401.68,2516.76,No,
vsphere backup,50,MEDIUM,41,625.02,4528.73,No,
vmware vsphere essentials,50,MEDIUM,47,296.77,1249.86,No,
vmware public cloud,50,LOW,15,344.29,1344.90,No,
vmware vcloud suite,50,LOW,10,343.40,1107.30,No,
vmware fusion 13 pro,50,LOW,3,,,No,
vmware workstation 16 player,50,LOW,9,280.00,821.29,No,
vmware vdi solution,50,MEDIUM,59,299.46,1481.18,No,
vmware vsphere training,50,MEDIUM,53,167.66,1288.12,Yes,Bouquet INR - 2; Flexi
vmware horizon server,50,LOW,21,343.40,775.56,No,
vmware training certification,50,MEDIUM,61,287.81,1346.69,Yes,Bouquet INR - 2
vmware telco cloud platform,50,LOW,14,,,No,
vmware services,50,LOW,32,552.31,1793.20,No,
vmware official site,50,MEDIUM,53,266.29,664.38,No,
vmware certified professional data center virtualization,50,LOW,30,142.56,986.26,No,
toyan fs v800,50,HIGH,98,20.56,153.95,No,
vsphere pricing,50,MEDIUM,48,308.43,1344.90,No,
vmware thin client,50,LOW,20,444.71,1454.00,No,
vmware edge compute stack,50,LOW,8,298.25,1771.68,No,
vmware certified technical associate,50,LOW,20,146.79,594.27,Yes,Bouquet INR - 2
vsphere data protection,50,LOW,25,,,No,
velocloud edge 520,50,MEDIUM,61,,,No,
vmware training free,50,MEDIUM,41,151.97,717.28,No,
vmware firewall,50,LOW,15,372.99,1724.16,No,
vmware fusion windows 10,50,LOW,1,,,No,
vmware certified associate,50,LOW,13,82.72,717.28,No,
vmware vrni,50,LOW,2,,,No,
teching v8,50,HIGH,100,18.36,106.70,No,
vmware view client,50,LOW,2,,,No,
vmware edge,50,LOW,30,227.74,1327.86,No,
vcenter syslog,50,LOW,3,,,No,
vrni vmware,50,LOW,2,,,No,
audi 4.2 v8 for sale,50,HIGH,98,7.93,216.08,No,
vmware virtual machine mac,50,LOW,16,179.32,678.73,No,
vmware training and certification,50,MEDIUM,61,287.81,1346.69,Yes,Bouquet INR - 2
vmware research,50,LOW,2,,,No,
veeam and vmware,50,MEDIUM,43,401.68,2516.76,No,
esxi 6.5,50,LOW,1,,,No,
2023 copo camaro 632,50,HIGH,92,,,No,
vmware workstation windows 10,50,LOW,2,,,No,
vmware workstation server,50,LOW,5,265.00,627.62,No,
workspace one intelligence,50,LOW,17,1841.62,3187.41,No,
vmware boxer,50,LOW,3,,,No,
nvidia vmware,50,LOW,21,353.26,1461.46,No,
vmware nas,50,MEDIUM,38,148.84,1600.43,No,
vcenter 7,50,LOW,0,,,No,
esxi firewall,50,LOW,12,454.58,809.25,No,
roof boxer v8,40,HIGH,100,49.88,127.50,No,
vmware for mac m1,40,LOW,22,214.29,715.49,No,
vmworld 2023,40,LOW,0,,,No,
vmware carbon black cloud,40,MEDIUM,45,358.64,3586.40,No,
vmware on aws pricing,40,LOW,17,344.29,1344.90,No,
vsphere training,40,HIGH,79,213.39,2076.53,Yes,Bouquet INR - 2; Flexi
aws vmware pricing,40,LOW,17,344.29,1344.90,No,
vmware 17 pro,40,MEDIUM,33,,,No,
vmc cloud,40,LOW,5,,,No,
vmware 15,40,LOW,2,,,No,
vsan storage,40,LOW,21,506.58,1866.72,No,
vsphere certification,40,MEDIUM,47,136.28,869.70,No,
vmware horizon client for chrome,40,LOW,7,,,No,
gcp vmware,40,LOW,9,,,No,
vmware esxi 6.7,40,LOW,17,331.74,860.74,No,
vmware saltstack,40,LOW,1,,,No,
vsphere cost,40,MEDIUM,49,236.48,1344.90,No,
vmware workstation player 16,40,LOW,3,,,No,
vmware data center virtualization,40,LOW,11,,,No,
vsphere kubernetes,40,MEDIUM,40,260.01,1049.08,No,
hpe vmware,40,LOW,24,394.50,986.26,No,
vmware workstation pro 15,40,LOW,0,,,No,
esxi syslog configuration,40,LOW,9,,,No,
vrealize automation training,40,LOW,0,,,No,
vmware hardware,40,LOW,17,206.22,686.80,No,
a2780700687,40,HIGH,100,43.54,123.73,No,
vmware workstation player pro,40,LOW,13,269.88,771.97,No,
esxi syslog,40,LOW,8,808.97,809.67,No,
vmware network configuration,40,LOW,1,,,No,
vsphere course,40,HIGH,79,213.39,2076.53,Yes,Bouquet INR - 2; Flexi
oracle vdi,40,LOW,12,317.40,4303.68,No,
vmware workstation 10,40,LOW,0,,,No,
vmware17,40,LOW,9,260.91,769.28,No,
hpe esxi,40,LOW,11,537.06,1226.55,No,
vmware remote,40,LOW,10,395.40,1402.28,No,
vmware event,40,LOW,4,246.56,823.08,No,
1uz power,40,LOW,0,,,No,
vmware vsphere certification,30,MEDIUM,44,150.04,688.39,No,
vmware mac m1,30,LOW,13,,,No,
vmware fusion mac m1,30,LOW,1,,,No,
vmware cloud pricing,30,MEDIUM,57,719.97,2873.60,No,
vmware classes,30,MEDIUM,56,222.36,957.57,No,
vmware cloud on aws pricing,30,LOW,8,498.51,1654.23,No,
vmware horizon training,30,MEDIUM,51,295.88,1595.95,Yes,Bouquet INR - 2
dell vsan,30,HIGH,75,820.39,8858.41,No,
vmware fusion for mac m1,30,LOW,7,,,No,
vmware bootcamp,30,LOW,26,292.29,717.28,Yes,Flexi
vmware carbon black edr,30,MEDIUM,52,1734.92,5371.53,No,
vmware online training,30,MEDIUM,49,534.37,1161.10,Yes,Bouquet INR - 2
vdi daas,30,MEDIUM,33,717.28,2411.85,No,
vmware workday,30,LOW,0,,,No,
vmware explorer,30,LOW,11,,,No,
google vmware,30,LOW,2,,,No,
vmware fusion 11,30,LOW,2,,,No,
vmware pro 17,30,LOW,6,,,No,
horizon cloud on azure,30,LOW,7,,,No,
vmware workspace one intelligent hub,30,LOW,15,871.50,2689.80,No,
vmware 12,30,LOW,6,,,No,
vmware cloud foundation training,30,LOW,31,173.04,591.31,No,
vmware enterprise,30,MEDIUM,46,168.56,1160.52,No,
vmware recovery,30,MEDIUM,45,818.60,2236.12,No,
vmware player 16,30,LOW,1,,,No,
saltstack vmware,30,LOW,0,,,No,
vmware osx,30,LOW,8,,,No,
vmware vcloud air,30,LOW,22,611.02,1241.79,No,
aws backup vmware,30,LOW,9,,,No,
vmware cloud foundry,30,LOW,20,582.79,1344.90,No,
vmware horizon 7,30,LOW,14,180.22,1087.58,No,
vmware esxi 6.5,30,LOW,15,292.29,1086.68,No,
vmware vdi training,30,MEDIUM,51,295.88,1595.95,No,
vmware player pro,30,LOW,2,,,No,
vmware 6.7,30,LOW,0,,,No,
nsx security,30,LOW,6,,,No,
vsphere client for windows,30,LOW,5,,,No,
vmware certification free,30,LOW,17,,,No,
vmware workstation 14,30,LOW,3,,,No,
vmware workstation 15 player,30,LOW,3,,,No,
vmware certified professional training,30,MEDIUM,39,204.42,1576.22,Yes,Bouquet INR - 2; Flexi
horizon workspace,30,LOW,7,,,No,
vmware horizon web client,30,LOW,2,,,No,
vsan cluster,30,LOW,7,,,No,
pktcap uw,30,LOW,12,1012.35,6771.12,No,
vmware 6,30,LOW,4,,,No,
vmware apple,30,LOW,2,,,No,
vmware online classes,30,MEDIUM,49,534.37,1161.10,No,
cve 2022 31676,30,LOW,0,,,No,
bitnami vmware,30,LOW,5,,,No,
vmware ipad,30,LOW,2,,,No,
iscsi vmware,30,LOW,3,,,No,
vmware storage vmotion,30,LOW,12,,,No,
vmware vsphere vcenter,30,LOW,21,277.95,602.52,No,
vmware workstation windows 7,30,LOW,1,,,No,
vmware small business,30,MEDIUM,66,424.09,2946.23,No,
esxi8,30,LOW,13,,,No,
hpe oneview for vmware vcenter,30,LOW,10,,,No,
azure site recovery vmware,30,LOW,7,,,No,
vmware synology,30,LOW,8,,,No,
4.2 fsi,30,LOW,22,,,No,
vmware m1,20,LOW,5,,,No,
vmc on aws pricing,20,LOW,20,,,No,
vmware fusion m1 mac,20,LOW,2,,,No,
vmware cloud on azure,20,LOW,5,,,Yes,Bouquet INR - 2
vmware m1 mac,20,LOW,5,,,No,
vmware vps,20,LOW,26,,,No,
vmware sovereign cloud,20,LOW,9,,,No,
vsphere+,20,MEDIUM,46,,,No,
vmware cloud management platform,20,LOW,21,,,No,
vmware workspace one pricing,20,MEDIUM,39,,,No,
vsphere cloud,20,LOW,30,1121.65,2499.72,No,
vmware 16 pro,20,LOW,17,,,No,
workstation 16 pro,20,LOW,18,,,No,
vmware nsx training,20,MEDIUM,54,196.36,814.11,Yes,Bouquet INR - 2
esxi server hardware,20,HIGH,76,,,No,
vmware academy,20,LOW,21,270.77,1114.47,No,
vmware vcp training,20,HIGH,68,171.90,1235.51,Yes,Flexi
vmware horizon daas,20,LOW,8,,,No,
vmware esxi training,20,MEDIUM,34,,,Yes,Bouquet INR - 2; Flexi
fs v800,20,HIGH,86,7.50,42.14,No,
vcloud air,20,LOW,13,478.78,1689.01,No,
vmware spring certification,20,LOW,4,,,No,
vmware on gcp,20,LOW,26,549.62,5577.75,No,
vsan 8,20,LOW,10,,,No,
mylearn vmware,20,LOW,0,,,No,
vmware for dummies,20,MEDIUM,61,,,No,
workstation 17 pro,20,LOW,13,,,No,
vmware antivirus,20,LOW,13,,,No,
vmware workstation 9,20,LOW,9,,,No,
vsphere 7 enterprise plus,20,HIGH,100,454.58,1899.00,No,
vmware 13,20,LOW,15,316.50,1188.89,No,
workstation 17,20,LOW,7,,,No,
vmware vsphere web client,20,MEDIUM,34,402.57,1274.97,No,
vmware vdi client,20,LOW,22,,,No,
esx server hardware,20,HIGH,76,,,No,
vmware web client,20,LOW,14,,,No,
v san,20,HIGH,89,,,No,
vmware workstation 15 pro,20,LOW,8,,,No,
vmware fusion 8,20,LOW,0,,,No,
vsphere vsan,20,LOW,2,,,No,
networking in azure,20,MEDIUM,39,277.05,917.36,No,
vmware vcf training,20,MEDIUM,50,164.11,818.60,No,
vmware nsx firewall,20,LOW,8,,,No,
vmware rdp,20,LOW,8,,,No,
vmware hub,20,LOW,0,,,No,
ontap tools for vmware vsphere,20,LOW,13,470.71,2299.78,No,
vmware 14,20,LOW,0,,,No,
vmware vsphere client 6.0,20,LOW,1,,,No,
vmware vcp course,20,HIGH,68,171.90,1235.51,No,
windows 10 for vmware,20,LOW,0,,,No,
udemy vmware,20,LOW,20,,,No,
vmware vsphere enterprise,20,LOW,2,,,No,
vmware workstation pro windows 11,20,LOW,4,,,No,
vmware workstation 14 pro,20,LOW,0,,,No,
vmware 6.5,20,LOW,7,,,No,
vmware workstation player 15,20,LOW,2,,,No,
vmware player windows 11,20,LOW,0,,,No,
soundracer v8,20,LOW,2,,,No,
vmware player 15,20,LOW,0,,,No,
vcenter price,20,LOW,21,305.74,1344.90,No,
vsphere 6.7,20,LOW,2,,,No,
vmware vsphere 6,20,LOW,20,,,No,
windows 11 vmware workstation,20,LOW,16,221.52,515.54,No,
pks kubernetes,20,LOW,14,,,No,
grafana vmware,20,LOW,1,,,No,
pearson vue vmware,20,LOW,0,,,No,
vmware tools windows 10,20,LOW,4,,,No,
vmware 10,20,LOW,5,,,No,
6.2 l v8 ford f250,20,HIGH,94,91.45,208.01,No,
vmware 64 bit,20,LOW,4,,,No,
vsphere client 5.5,20,LOW,3,,,No,
vmware udemy,20,LOW,20,,,No,
windows 11 vmware fusion,20,LOW,4,,,No,
vmware greenplum,20,LOW,10,,,No,
vmware network virtualization,20,LOW,1,,,No,
esxi network configuration,20,LOW,10,,,No,
vmware workstation player linux,20,LOW,10,,,No,
1vcpu,20,LOW,1,,,No,
308 v8,20,LOW,0,,,No,
advanced cross vcenter vmotion,20,LOW,4,,,No,
amd vmware,20,LOW,1,,,No,
ansible vcenter,20,LOW,3,,,No,
ansible vsphere,20,LOW,7,,,No,
vmware vsphere install configure manage course,10,LOW,0,,,No,
vmworld 2022,10,LOW,0,,,No,
vmware cross cloud services,10,LOW,0,,,No,
vmware fusion m2,10,LOW,0,,,No,
vmware horizon monitoring,10,LOW,0,,,No,
vmware saas,10,LOW,32,,,No,
vm ware workstation,10,LOW,0,,,No,
vmware telco cloud,10,LOW,5,,,No,
2v0 21.20,10,LOW,29,,,No,
vmware fusion for m1,10,LOW,7,,,No,
vmware for m1,10,UNSPECIFIED,0,,,No,
vmware zero trust,10,MEDIUM,43,,,No,
metal machinery v8,10,HIGH,100,,,No,
vmware workspace one assist,10,LOW,25,,,No,
vmware on mac m1,10,LOW,0,,,No,
vmware apple m1,10,LOW,7,,,No,
vmware workspace one training,10,MEDIUM,50,,,Yes,Bouquet INR - 2
vmware black friday,10,LOW,14,,,No,
vmware horizon client for windows 10,10,LOW,0,,,No,
vmware for m1 mac,10,LOW,11,,,No,
nsx t training,10,MEDIUM,52,,,No,
vmware training near me,10,HIGH,86,,,No,
vmware tools ubuntu 22.04,10,LOW,0,,,No,
vmware pro 16,10,LOW,0,,,No,
vmware classes near me,10,HIGH,67,,,No,
vmware edr,10,MEDIUM,44,179.32,3199.07,No,
vsphere plus,10,LOW,14,,,No,
vmware nsx t training,10,LOW,0,,,No,
vmware one,10,LOW,14,,,No,
vmware fusion for m1 mac,10,LOW,23,,,No,
vmware anywhere workspace,10,LOW,2,,,No,
vmware cbcloud,10,LOW,4,,,No,
vmware vsphere+,10,LOW,2,,,No,
solarwinds vmware,10,MEDIUM,36,,,No,
vmware sd wan training,10,LOW,0,,,No,
vmware fusion ventura,10,UNSPECIFIED,0,,,No,
vmware horizon client online,10,LOW,7,,,No,
vsphere 8 training,10,HIGH,73,251.94,1235.01,No,
2v0 41.20,10,UNSPECIFIED,0,,,No,
2v0 51.21,10,UNSPECIFIED,0,,,No,
5v0 22.21,10,LOW,0,,,No,
vmware tanzu training,10,MEDIUM,46,,,Yes,Bouquet INR - 2
sftp vmware,10,LOW,0,,,No,
m1 vmware,10,UNSPECIFIED,0,,,No,
nsx training,10,MEDIUM,55,237.74,994.48,No,
vmware world 2022,10,UNSPECIFIED,0,,,No,
vmware bootcamp training,10,LOW,0,,,No,
vmware cloud training,10,LOW,14,,,Yes,Bouquet INR - 2
carbon black edr sensor,10,MEDIUM,48,,,No,
2v0 71.21,10,LOW,0,,,No,
2v0 33.22,10,LOW,0,,,No,
vmware fusion 10,10,LOW,0,,,No,
vmware course for beginners,10,LOW,0,,,Yes,Bouquet INR - 2
workstation pro 16,10,LOW,14,,,No,
openmanage integration for vmware vcenter,10,LOW,29,,,No,
vmware vsphere 7 essentials,10,MEDIUM,33,,,No,
vmware fusion 12 pro,10,LOW,4,,,No,
vmware 8 training,10,HIGH,71,,,Yes,Bouquet INR - 2
mac m1 vmware,10,LOW,14,,,No,
vmware vsphere 7 enterprise plus,10,LOW,0,,,No,
vmware vsphere 8 training,10,MEDIUM,51,448.30,1208.62,No,
vmware fusion m1 windows 11,10,LOW,14,,,No,
vcloud suite,10,LOW,10,,,No,
pluralsight vmware,10,UNSPECIFIED,0,,,No,
vmware tools 12.0 5,10,LOW,0,,,No,
horizon daas,10,LOW,17,,,No,
vmware training classes,10,HIGH,67,401.90,1699.95,Yes,Bouquet INR - 2
vmware on demand training,10,LOW,29,,,No,
5v0 23.20,10,LOW,0,,,No,
vsphere 7 essentials,10,MEDIUM,36,311.12,1543.05,No,
vcenter training,10,MEDIUM,66,174.84,915.43,Yes,Flexi
vcenter essentials,10,MEDIUM,43,,,No,
vmware training cost,10,LOW,7,,,No,
esxi training,10,LOW,27,,,Yes,Bouquet INR - 2; Flexi
vmware vsphere 7 training,10,LOW,0,,,No,
m1 mac vmware,10,LOW,0,,,No,
vmware classroom training,10,LOW,14,,,No,
3v0 21.21,10,UNSPECIFIED,0,,,No,
vmware vsphere 7 essentials plus,10,LOW,0,,,No,
vmware certification course,10,LOW,23,275.26,988.05,Yes,Bouquet INR - 2
esxi essentials,10,LOW,21,,,No,
vm vsphere client,10,UNSPECIFIED,0,,,No,
vsphere 7 training,10,LOW,14,,,No,
ovh vmware,10,LOW,25,727.14,1058.88,No,
vmware horizon 8 training,10,LOW,0,,,Yes,Bouquet INR - 2
vmware 2022,10,MEDIUM,51,,,No,
learn vmware from scratch,10,MEDIUM,48,153.32,717.28,No,
vsphere 7 essentials plus,10,LOW,32,,,No,
5v0 21.21,10,UNSPECIFIED,0,,,No,
vmware brightspace,10,LOW,0,,,No,
vmware vsphere hypervisor 7.0,10,UNSPECIFIED,0,,,No,
vcenter server essentials,10,LOW,26,,,No,
ubuntu 22.04 vmware tools,10,LOW,0,,,No,
workstation 16,10,LOW,9,,,No,
vmware vcp dcv training,10,UNSPECIFIED,0,,,No,
associate vmware data center virtualization,10,HIGH,71,,,No,
vmware project monterey,10,LOW,0,,,No,
azure vmware solution training,10,HIGH,93,,,Yes,Bouquet INR - 2
hive training vmware,10,LOW,0,,,No,
m1 vmware fusion,10,LOW,0,,,No,
nsx cloud,10,LOW,16,,,No,
vmware fusion 11.5,10,LOW,4,,,No,
vmware velocloud training,10,HIGH,75,291.39,1642.12,No,
vmware vsphere 6 essentials,10,LOW,5,,,No,
vmware authorized training center,10,MEDIUM,43,,,Yes,Bouquet INR - 2
vs7 epl c,10,UNSPECIFIED,0,,,No,
vmware kubernetes training,10,HIGH,71,,,Yes,Bouquet INR - 2
fusion m1,10,UNSPECIFIED,0,,,No,
vmware on m1,10,UNSPECIFIED,0,,,No,
vmware fusion pro 12,10,LOW,14,,,No,
vmc on aws training,10,UNSPECIFIED,0,,,No,
windows server 2019 vmware,10,MEDIUM,43,,,No,
vmware vra training,10,MEDIUM,57,,,No,
vmware fusion on m1,10,LOW,0,,,No,
hpe software depot,10,LOW,0,,,No,
vmware source,10,LOW,0,,,No,
vmware 7 training,10,LOW,0,,,No,
vmware web,10,LOW,31,282.43,1248.07,No,
vsan training,10,HIGH,67,,,Yes,Bouquet INR - 2
3v0 22.21,10,UNSPECIFIED,0,,,No,
vmware 2v0 21.20,10,UNSPECIFIED,0,,,No,
vmware fusion apple m1,10,UNSPECIFIED,0,,,No,
vmware online courses,10,HIGH,76,,,Yes,Bouquet INR - 2
5v0 31.20,10,UNSPECIFIED,0,,,No,
1v0 21.20,10,LOW,14,,,No,
vmware vsan training,10,LOW,0,,,Yes,Bouquet INR - 2
vmware fusion 13 player,10,LOW,11,,,No,
vmware certification bootcamp,10,UNSPECIFIED,0,,,No,
vmware vmworld 2022,10,UNSPECIFIED,0,,,No,
vmware ftp,10,LOW,4,,,No,
vmware windows server 2019,10,LOW,10,,,No,
fastlane vmware training,10,LOW,0,,,No,
tanzu training,10,LOW,0,,,No,
vmware vsphere hypervisor 8,10,LOW,0,,,No,
vmware horizon client for windows 7,10,UNSPECIFIED,0,,,No,
vmware monterey,10,LOW,0,,,No,
windows server 2022 vmware,10,LOW,0,,,Yes,Bouquet INR - 2
best vmware training,10,MEDIUM,54,,,Yes,Bouquet INR - 2
vmware windows server 2022,10,UNSPECIFIED,0,,,No,
vmware workstation mac m1,10,LOW,0,,,No,
vcloud availability,10,LOW,23,,,No,
vmware fusion 12 m1,10,LOW,0,,,No,
vmware fusion m1 windows 10,10,UNSPECIFIED,0,,,No,
vmware vcenter training,10,MEDIUM,57,,,Yes,Bouquet INR - 2
vmware esxi course,10,UNSPECIFIED,0,,,Yes,Bouquet INR - 2
vmware workstation for mac m1,10,UNSPECIFIED,0,,,No,
vsphere 8 certification,10,MEDIUM,43,,,No,
vmware vrops training,10,UNSPECIFIED,0,,,No,
vmware 16 player,10,LOW,0,,,No,
vcta course,10,UNSPECIFIED,0,,,No,
vsphere install configure manage v7,10,UNSPECIFIED,0,,,No,
vmware fusion arm64,10,LOW,7,,,No,
vmware fusion monterey,10,LOW,5,,,No,
vmware 32 bit,10,LOW,4,,,No,
vmware fusion 22h2,10,UNSPECIFIED,0,,,No,
vmware ha cluster,10,LOW,0,,,No,
vmware 15.5,10,LOW,0,,,No,
vmware vsphere training for beginners,10,HIGH,71,,,No,
vmware workstation training,10,UNSPECIFIED,0,,,No,
vmware cloud foundation course,10,HIGH,86,,,No,
vmware horizon windows 11,10,LOW,0,,,No,
vmware horizon client windows 11,10,LOW,19,,,No,
vcloud director training,10,UNSPECIFIED,0,,,No,
vmware vcta training,10,HIGH,100,,,No,
vmware tanzu course,10,UNSPECIFIED,0,,,No,
vmware vsphere 6 enterprise plus,10,LOW,7,,,No,
ws16 pro c,10,UNSPECIFIED,0,,,No,
integris vmware,10,UNSPECIFIED,0,,,No,
vmware workstation 15.5,10,LOW,0,,,No,
vmware administrator training,10,HIGH,86,,,Yes,Flexi
vmware k8s,10,MEDIUM,39,274.36,777.94,No,
vmware admin training,10,HIGH,86,,,No,
vmware vsphere 6.7,10,LOW,21,355.95,1028.40,No,
vmware on demand courses,10,LOW,0,,,No,
vmware nsx t data center,10,LOW,8,,,No,
vmware vsphere client 5.5,10,LOW,17,,,No,
vmware install configure manage,10,LOW,14,,,No,
vmware horizon course,10,HIGH,71,,,Yes,Bouquet INR - 2
vsphere 7 course,10,UNSPECIFIED,0,,,No,
learn vmware step by step,10,LOW,0,,,No,
vmware technical associate certification,10,LOW,29,,,No,
vsphere enterprise,10,LOW,23,,,No,
vmware spring core training,10,UNSPECIFIED,0,,,No,
vmware vsphere hypervisor 6.7,10,LOW,0,,,No,
vmware on aws training,10,LOW,0,,,No,
vmware certified technical associate training,10,UNSPECIFIED,0,,,No,
vmware workstation pro 15.5,10,LOW,0,,,No,
vmware virtualization course,10,UNSPECIFIED,0,,,Yes,Bouquet INR - 2
vsphere install configure manage,10,MEDIUM,64,,,No,
rolepoint vmware,10,UNSPECIFIED,0,,,No,
vmware certified advanced professional,10,LOW,17,,,Yes,Bouquet INR - 2
vmware administrator course,10,HIGH,86,,,No,
vmware vsphere client 7,10,LOW,7,,,No,
vmware m1 windows,10,UNSPECIFIED,0,,,No,
best vmware certification,10,LOW,5,,,No,
vmware 15 pro,10,LOW,4,,,No,
anywhere workspace,10,UNSPECIFIED,0,,,No,
vcta dcv course,10,UNSPECIFIED,0,,,No,
vmware fusion m1 windows,10,LOW,0,,,No,
vmware fusion pro m1,10,LOW,14,,,No,
vmware fundamentals,10,LOW,29,,,No,
vmware troubleshooting course,10,LOW,0,,,Yes,Flexi
vmware certified professional course,10,LOW,0,,,Yes,Bouquet INR - 2; Flexi
coursera vmware,10,UNSPECIFIED,0,,,No,
vmware carbon black training,10,UNSPECIFIED,0,,,Yes,Bouquet INR - 2
vmware fundamentals training,10,UNSPECIFIED,0,,,No,
vmware free courses,10,MEDIUM,46,89.66,371.19,No,
vmware 7 certification,10,LOW,0,,,No,
vrealize orchestrator training,10,UNSPECIFIED,0,,,No,
nsx t course,10,MEDIUM,57,,,No,
vmware course cost,10,UNSPECIFIED,0,,,No,
vmware vrealize automation training,10,MEDIUM,57,,,No,
vmware workstation player windows 7,10,LOW,0,,,No,
esxi course,10,MEDIUM,52,,,Yes,Bouquet INR - 2
teaching metal machinery v8,10,HIGH,100,,,No,
vmware tools 11.3 5,10,LOW,0,,,No,
vmware tools 12.1,10,UNSPECIFIED,0,,,No,
vmware basic training,10,UNSPECIFIED,0,,,No,
vmware tools ubuntu 20.04,10,UNSPECIFIED,0,,,No,
loginsight,10,LOW,0,,,No,
vmware fusion macos monterey,10,LOW,0,,,No,
vmware 7.0 certification,10,UNSPECIFIED,0,,,No,
vmware vrealize training,10,UNSPECIFIED,0,,,No,
technic metal machinery v8,10,UNSPECIFIED,0,,,No,
vmware workstation pro 16.2 4,10,LOW,29,,,No,
vmware workspace one course,10,MEDIUM,57,,,No,
vmware vcp training course,10,LOW,7,,,No,
hp server vmware,10,HIGH,100,192.28,856.25,No,
vmware security training,10,HIGH,86,,,Yes,Bouquet INR - 2
vmware workstation 32 bit,10,LOW,0,,,No,
workspace one uem training,10,MEDIUM,40,130.90,711.00,Yes,Bouquet INR - 2
vmware free certification 2022,10,UNSPECIFIED,0,,,No,
19193900,10,LOW,0,,,No,
19234570,10,UNSPECIFIED,0,,,No,
19482537,10,LOW,0,,,No,
20036589,10,LOW,0,,,No,
20328353,10,LOW,0,,,No,
253 v8,10,LOW,0,,,No,
advanced design vmware vsphere 7 x,10,LOW,0,,,No,
aed vantage,10,LOW,0,,,No,
ajay patel vmware,10,LOW,0,,,No,
ansible esxi,10,LOW,2,,,No,
